Exercise,Category,Type,Goal,Sets/Duration,Reps
UN Barbell Front Squat,Quadriceps,gym,general fitness,3,12
KV Bulgarian Split Squat,Quadriceps,gym,general fitness,3,12
King Maker Barbell Back Squat,Quadriceps,gym,general fitness,3,12
King Maker Barbell Deadlift,Quadriceps,gym,general fitness,3,12
30 Legs Barbell Back Squat,Quadriceps,gym,general fitness,3,12
30 Legs Barbell Front Squat,Quadriceps,gym,general fitness,3,12
Barbell Back Squats,Quadriceps,gym,general fitness,3,12
Front Squats With Two Kettlebells,Quadriceps,gym,general fitness,3,12
Kettlebell Pistol Squat,Quadriceps,gym,general fitness,3,12
Goblet Squat,Quadriceps,gym,general fitness,3,12
Kettlebell Curtsy Lunge,Quadriceps,gym,general fitness,3,12
Single-arm kettlebell overhead squat,Quadriceps,gym,general fitness,3,12
Kettlebell side squat,Quadriceps,gym,general fitness,3,12
Kettlebell sumo squat,Quadriceps,gym,general fitness,3,12
Kettlebell thruster progression,Quadriceps,gym,general fitness,3,12
Kettlebell power clean,Quadriceps,gym,general fitness,3,12
Kettlebell fire feet,Quadriceps,gym,general fitness,3,12
Single Arm Overhead Kettlebell Squat,Quadriceps,gym,general fitness,3,12
Pulsing goblet squat,Quadriceps,gym,general fitness,3,12
Double-kettlebell alternating lunge to clean,Quadriceps,gym,general fitness,3,12
FYR Goblet Squat,Quadriceps,gym,general fitness,3,12
FYR Kettlebell Sumo Squat,Quadriceps,gym,general fitness,3,12
Double-kettlebell front squat,Quadriceps,gym,general fitness,3,12
FYR Kettlebell Squat Clean,Quadriceps,gym,general fitness,3,12
Single-arm kettlebell front squat,Quadriceps,gym,general fitness,3,12
Kettlebell front rack lunge,Quadriceps,gym,general fitness,3,12
HM Turkish Get-Up,Quadriceps,gym,general fitness,3,12
HM Single-Leg Romanian Deadlift,Quadriceps,gym,general fitness,3,12
Taylor Single-Arm Kettlebell Front Squat,Quadriceps,gym,general fitness,3,12
Taylor Kettlebell Goblet Squat,Quadriceps,gym,general fitness,3,12
Goblet squat-,Quadriceps,gym,general fitness,3,12
Holman Kettlebell Squat Clean,Quadriceps,gym,general fitness,3,12
Holman Kettlebell Swing,Quadriceps,gym,general fitness,3,12
Holman Kettlebell Swing Transfer,Quadriceps,gym,general fitness,3,12
Dumbbell goblet squat-,Quadriceps,gym,general fitness,3,12
Robertson Kettlebell Jump,Quadriceps,gym,general fitness,3,12
FYR2 Alternating Kettlebell Squat Clean,Quadriceps,gym,general fitness,3,12
FYR2 Banded Double-Kettlebell Squat Pulse,Quadriceps,gym,general fitness,3,12
FYR2 Double-Kettlebell Ballin' Lunge,Quadriceps,gym,general fitness,3,12
FYR2 Double-Kettlebell Front Rack Lunge,Quadriceps,gym,general fitness,3,12
FYR2 Double-Kettlebell Front Squat,Quadriceps,gym,general fitness,3,12
FYR2 Explosive Kettlebell Jump Squat,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Goblet Squat,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Reverse Lunge Switch Grip,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Sumo Squat Pulse,Quadriceps,gym,general fitness,3,12
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Quadriceps,gym,general fitness,3,12
FYR2 Kettlebell Squat-Press-Deadlift Complex,Quadriceps,gym,general fitness,3,12
Goblet Squats,Quadriceps,gym,general fitness,3,12
Dumbbell Goblet Squat,Quadriceps,home,general fitness,3,12
Dumbbell squat,Quadriceps,home,general fitness,3,12
Dumbbell Lunges,Quadriceps,home,general fitness,3,12
Dumbbell reverse lunge,Quadriceps,home,general fitness,3,12
Split Squat with Dumbbells,Quadriceps,home,general fitness,3,12
Dumbbell sumo squat,Quadriceps,home,general fitness,3,12
Dumbbell seated box jump,Quadriceps,home,general fitness,3,12
Dumbbell step-up,Quadriceps,home,general fitness,3,12
Dumbbell Walking Lunge,Quadriceps,home,general fitness,3,12
Dumbbell Squat To A Bench,Quadriceps,home,general fitness,3,12
Dumbbell thruster,Quadriceps,home,general fitness,3,12
Dumbbell front squat,Quadriceps,home,general fitness,3,12
Single-Arm Dumbbell Overhead Squat,Quadriceps,home,general fitness,3,12
Dumbbell lateral hop,Quadriceps,home,general fitness,3,12
Dumbbell lunge with biceps curl,Quadriceps,home,general fitness,3,12
Dumbbell Pistol Squat,Quadriceps,home,general fitness,3,12
Dumbbell Squat Snatch,Quadriceps,home,general fitness,3,12
Dumbbell Alternating Lunge,Quadriceps,home,general fitness,3,12
Dumbbell jump squat,Quadriceps,home,general fitness,3,12
Dumbbell Side Lunge,Quadriceps,home,general fitness,3,12
Boss Everline Dumbbell Lunge Jump,Quadriceps,home,general fitness,3,12
Dumbbell Fix Dumbbell Split Squat,Quadriceps,home,general fitness,3,12
Single-leg dumbbell Romanian deadlift,Quadriceps,home,general fitness,3,12
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Quadriceps,home,general fitness,3,12
Dumbbell Fix Turkish Get-Up,Quadriceps,home,general fitness,3,12
Seesaw lunge,Quadriceps,home,general fitness,3,12
FYR Dumbbell Front Squat,Quadriceps,home,general fitness,3,12
Dumbbell split squat,Quadriceps,home,general fitness,3,12
Dumbbell deadlift,Quadriceps,home,general fitness,3,12
Single-arm stiff-legged deadlift,Quadriceps,home,general fitness,3,12
HM Dumbbell Overhead Squat,Quadriceps,home,general fitness,3,12
HM Dumbbell Squat,Quadriceps,home,general fitness,3,12
UNS Dumbbell Goblet Squat,Quadriceps,home,general fitness,3,12
Single-Arm Dumbbell Snatch,Quadriceps,home,general fitness,3,12
KV Dumbbell Lunges,Quadriceps,home,general fitness,3,12
Holman Squat to Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Burpee to Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Slow Weighted Reverse Lunge,Quadriceps,home,general fitness,3,12
Holman Slow Weighted Plie Squat,Quadriceps,home,general fitness,3,12
Holman Weighted Lunge Jump with Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Quadriceps,home,general fitness,3,12
Holman Weighted Lunge Jump with Chest Press,Quadriceps,home,general fitness,3,12
Holman Weighted Half Jack to Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Weighted Half Jack to Chest Press,Quadriceps,home,general fitness,3,12
Holman 180 Jump to Renegade Side Raise,Quadriceps,home,general fitness,3,12
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Roll-Back to Squat Thrust to Renegade Row,Quadriceps,home,general fitness,3,12
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Quadriceps,home,general fitness,3,12
Holman Weighted Narrow Squat Jump,Quadriceps,home,general fitness,3,12
Holman Diagonal Deadlift,Quadriceps,home,general fitness,3,12
Holman Weighted Burpee to Triceps Press,Quadriceps,home,general fitness,3,12
Holman Squat Thrust Overhead Press,Quadriceps,home,general fitness,3,12
Holman Weighted Burpee to Chest Press,Quadriceps,home,general fitness,3,12
Holman Squat to Right-Arm Overhead Press,Quadriceps,home,general fitness,3,12
Holman Right Lunge Jump with Right Overhead Press,Quadriceps,home,general fitness,3,12
Holman Left Lunge Jump with Left Overhead Press,Quadriceps,home,general fitness,3,12
Holman Heavy Hip Drive,Quadriceps,home,general fitness,3,12
Holman Squat to Left-Arm Overhead Press,Quadriceps,home,general fitness,3,12
Holman Weighted Lunge Jump to Floor Lunge Jump,Quadriceps,home,general fitness,3,12
Holman Alternating Weighted Lunge Jump to Chest Press,Quadriceps,home,general fitness,3,12
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Quadriceps,home,general fitness,3,12
Holman Weighted 180 Jump to Chest Press,Quadriceps,home,general fitness,3,12
Holman Alternating Side Squat Overhead Press,Quadriceps,home,general fitness,3,12
Holman Right Lunge with Right Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Left Lunge with Left Biceps Curl,Quadriceps,home,general fitness,3,12
Holman Squat Thrust to Alternating Front Raise,Quadriceps,home,general fitness,3,12
Dumbbell racked reverse lunge,Quadriceps,home,general fitness,3,12
Total Fitness Dumbbell Reverse Lunge,Quadriceps,home,general fitness,3,12
Single-arm dumbbell snatch-,Quadriceps,home,general fitness,3,12
Total Fitness Dumbbell Step-Up,Quadriceps,home,general fitness,3,12
Single-arm dumbbell front squat,Quadriceps,home,general fitness,3,12
King Maker Weighted Jump Squat,Quadriceps,home,general fitness,3,12
3D dumbbell lunge,Quadriceps,home,general fitness,3,12
MetaBurn Dumbbell Burpee,Quadriceps,home,general fitness,3,12
Dumbbell jump squat with rotation,Quadriceps,home,general fitness,3,12
MetaBurn Dumbbell Wide Squat to Rack,Quadriceps,home,general fitness,3,12
MetaBurn Reverse Lunge To High Pull,Quadriceps,home,general fitness,3,12
MetaBurn Reverse Lunge With Overhead Raise,Quadriceps,home,general fitness,3,12
MetaBurn Squat to Triceps Extension,Quadriceps,home,general fitness,3,12
30 Legs Dumbbell Goblet Squat,Quadriceps,home,general fitness,3,12
30 Legs Dumbbell Squat,Quadriceps,home,general fitness,3,12
Dumbbell step-down reverse lunge,Quadriceps,home,general fitness,3,12
Tire flip,Quadriceps,gym,general fitness,3,12
Single Leg Push-off,Quadriceps,gym,general fitness,3,12
Bear crawl sled drag,Quadriceps,gym,general fitness,3,12
Bicycling,Quadriceps,gym,general fitness,3,12
Hex-bar deadlift,Quadriceps,gym,general fitness,3,12
Skating,Quadriceps,gym,general fitness,3,12
Weighted sissy squat,Quadriceps,gym,general fitness,3,12
Dumbbell step-up,Quadriceps,home,general fitness,3,12
Yoke Walk,Quadriceps,gym,general fitness,3,12
Front Cone Hops (or hurdle hops),Quadriceps,gym,general fitness,3,12
Weighted Squat,Quadriceps,gym,general fitness,3,12
Bench skip,Quadriceps,gym,general fitness,3,12
Backward Drag,Quadriceps,gym,general fitness,3,12
Sled Push,Quadriceps,gym,general fitness,3,12
Barbell squat with plate slide,Quadriceps,gym,general fitness,3,12
Suspended split squat,Quadriceps,gym,general fitness,3,12
Intermediate Hip Flexor and Quad Stretch,Quadriceps,gym,general fitness,3,12
Sled Drag - Harness,Quadriceps,gym,general fitness,3,12
Burpee over barbell,Quadriceps,gym,general fitness,3,12
Dumbbell walking lunge-,Quadriceps,gym,general fitness,3,12
Single-Leg Box Jump,Quadriceps,gym,general fitness,3,12
Conan's Wheel,Quadriceps,gym,general fitness,3,12
Single-Leg Hop Progression,Quadriceps,gym,general fitness,3,12
Rickshaw Deadlift,Quadriceps,gym,general fitness,3,12
Single-cone sprint drill,Quadriceps,gym,general fitness,3,12
Single-Leg Stride Jump,Quadriceps,gym,general fitness,3,12
Trap Bar Jump,Quadriceps,gym,general fitness,3,12
Single-Leg Lateral Hop,Quadriceps,gym,general fitness,3,12
Burpee Box-Jumps,Quadriceps,gym,general fitness,3,12
Sandbag Load,Quadriceps,gym,general fitness,3,12
Single-leg knee-tap squat,Quadriceps,gym,general fitness,3,12
Car Deadlift,Quadriceps,gym,general fitness,3,12
Barbell Squat To A Box,Quadriceps,gym,general fitness,3,12
Double Under,Quadriceps,gym,general fitness,3,12
Plate push,Quadriceps,gym,general fitness,3,12
Hybrid deadlift,Quadriceps,gym,general fitness,3,12
Boss Everline Suspension Side Run,Quadriceps,gym,general fitness,3,12
Boss Everline Lunge Sled Push,Quadriceps,gym,general fitness,3,12
Squat Bottom Position Hold,Quadriceps,gym,general fitness,3,12
TRX Squat Jump,Quadriceps,gym,general fitness,3,12
Landmine squat,Quadriceps,gym,general fitness,3,12
Dumbbell Bulgarian split squat,Quadriceps,gym,general fitness,3,12
Holman Towel Alternating Prisoner Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to Belly Touch,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to Front Punch,Quadriceps,gym,general fitness,3,12
Holman Weighted Low Squat Punch,Quadriceps,gym,general fitness,3,12
Holman Weighted Hook Punch to Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Towel Alternating Side Lunge Squat,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to Renegade Side Punch,Quadriceps,gym,general fitness,3,12
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Quadriceps,gym,general fitness,3,12
Holman Lunge Jump with Overhead Press,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to Belly Touch to Standing T,Quadriceps,gym,general fitness,3,12
Holman Weighted Squat Jump,Quadriceps,gym,general fitness,3,12
Holman Weighted Plie Squat,Quadriceps,gym,general fitness,3,12
Holman Heels-Elevated Sissy Squat,Quadriceps,gym,general fitness,3,12
Holman Squat Jump to Overhead Press,Quadriceps,gym,general fitness,3,12
Holman 180 Jump to Overhead Press,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to Row,Quadriceps,gym,general fitness,3,12
Holman Weighted Burpee to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Weighted 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Weighted Narrow-Mid-Wide Hop,Quadriceps,gym,general fitness,3,12
Holman Alternating Weighted Diagonal Burpee,Quadriceps,gym,general fitness,3,12
Holman Towel Burpee to Push-Up,Quadriceps,gym,general fitness,3,12
Holman Towel Right Side Squat,Quadriceps,gym,general fitness,3,12
ACFT Sprint-drag-carry,Quadriceps,gym,general fitness,3,12
Cable Hip Adduction,Quadriceps,gym,general fitness,3,12
Cable Deadlifts,Quadriceps,gym,general fitness,3,12
KV Cable Squat,Quadriceps,gym,general fitness,3,12
Single-Leg Press,Quadriceps,gym,general fitness,3,12
Stair climber,Quadriceps,gym,general fitness,3,12
Leg Press,Quadriceps,gym,general fitness,3,12
Elliptical trainer,Quadriceps,gym,general fitness,3,12
Narrow-stance leg press,Quadriceps,gym,general fitness,3,12
Narrow Stance Hack Squats,Quadriceps,gym,general fitness,3,12
Stairmaster,Quadriceps,gym,general fitness,3,12
Machine Squat,Quadriceps,gym,general fitness,3,12
Smith machine back squat,Quadriceps,gym,general fitness,3,12
Leg Extensions,Quadriceps,gym,general fitness,3,12
Treadmill running,Quadriceps,gym,general fitness,3,12
Stationary bike,Quadriceps,gym,general fitness,3,12
Treadmill jogging,Quadriceps,gym,general fitness,3,12
Recumbent Bike,Quadriceps,gym,general fitness,3,12
Smith machine leg press,Quadriceps,gym,general fitness,3,12
Lying Machine Squat,Quadriceps,gym,general fitness,3,12
Seated Leg Press,Quadriceps,gym,general fitness,3,12
Smith machine pistol squat,Quadriceps,gym,general fitness,3,12
Leverage Deadlift,Quadriceps,gym,general fitness,3,12
Leg press-,Quadriceps,gym,general fitness,3,12
TBS Hack Squat,Quadriceps,gym,general fitness,3,12
Leg Extensions - Gethin Variation,Quadriceps,gym,general fitness,3,12
Seated leg press-,Quadriceps,gym,general fitness,3,12
Smith machine front squat,Quadriceps,gym,general fitness,3,12
Machine Deadlift - Gethin Variation,Quadriceps,gym,general fitness,3,12
Single-leg hack squat,Quadriceps,gym,general fitness,3,12
Narrow-stance hack squat,Quadriceps,gym,general fitness,3,12
Alternating Single-Leg Curl - Gethin Variation,Quadriceps,gym,general fitness,3,12
Stiff-Legged Deadlift - Gethin Variation,Quadriceps,gym,general fitness,3,12
Single-Leg Press - Gethin Variation,Quadriceps,gym,general fitness,3,12
Hack squat-,Quadriceps,gym,general fitness,3,12
Smith machine lunge squat,Quadriceps,gym,general fitness,3,12
Hack Squat - Gethin Variation,Quadriceps,gym,general fitness,3,12
Leg Press - Gethin Variation,Quadriceps,gym,general fitness,3,12
AM Leg Press,Quadriceps,gym,general fitness,3,12
Leg extension,Quadriceps,gym,general fitness,3,12
UP Quad Extension,Quadriceps,gym,general fitness,3,12
UP Single-Leg Press,Quadriceps,gym,general fitness,3,12
UP Leg Press,Quadriceps,gym,general fitness,3,12
Pop Squat On Leg Press,Quadriceps,gym,general fitness,3,12
King Maker Leg Press,Quadriceps,gym,general fitness,3,12
Single-leg leg press,Quadriceps,gym,general fitness,3,12
King Maker Hack Squat,Quadriceps,gym,general fitness,3,12
30 Legs Feet-High Leg Press,Quadriceps,gym,general fitness,3,12
30 Legs Leg Press,Quadriceps,gym,general fitness,3,12
30 Legs Leg Press Calf Raise,Quadriceps,gym,general fitness,3,12
30 Legs Lying Leg Curl,Quadriceps,gym,general fitness,3,12
30 Legs Machine Hack Squat,Quadriceps,gym,general fitness,3,12
30 Legs Single-Leg Leg Extension,Quadriceps,gym,general fitness,3,12
30 Legs Single-Leg Leg Press,Quadriceps,gym,general fitness,3,12
30 Legs Single-Leg Lying Leg Curl,Quadriceps,gym,general fitness,3,12
30 Legs Smith Machine Split Squat,Quadriceps,gym,general fitness,3,12
30 Legs Smith Machine Squat,Quadriceps,gym,general fitness,3,12
Jumping rope,Quadriceps,gym,general fitness,3,12
Forward lunge,Quadriceps,gym,general fitness,3,12
Side-to-side box skip,Quadriceps,gym,general fitness,3,12
Bodyweight squat,Quadriceps,gym,general fitness,3,12
Broad jump,Quadriceps,gym,general fitness,3,12
Burpee,Quadriceps,gym,general fitness,3,12
Trail Running/Walking,Quadriceps,gym,general fitness,3,12
Scissors Jump,Quadriceps,gym,general fitness,3,12
Jumping jack-,Quadriceps,gym,general fitness,3,12
Arms-crossed jump squat,Quadriceps,gym,general fitness,3,12
Bodyweight Reverse Lunge,Quadriceps,gym,general fitness,3,12
Alien Squat,Quadriceps,gym,general fitness,3,12
Treadmill walking,Quadriceps,gym,general fitness,3,12
Rocket Jump,Quadriceps,gym,general fitness,3,12
Depth jump box jump,Quadriceps,gym,general fitness,3,12
Bodyweight Walking Lunge,Quadriceps,gym,general fitness,3,12
Walking High Knees,Quadriceps,gym,general fitness,3,12
Lateral lunge,Quadriceps,gym,general fitness,3,12
Jump Squat,Quadriceps,gym,general fitness,3,12
Over bench jump,Quadriceps,gym,general fitness,3,12
Split Jump,Quadriceps,gym,general fitness,3,12
90-degree jump squat,Quadriceps,gym,general fitness,3,12
Skip,Quadriceps,gym,general fitness,3,12
Kneeling hip flexor stretch,Quadriceps,gym,general fitness,3,12
Iron Crosses (stretch),Quadriceps,gym,general fitness,3,12
All Fours Quad Stretch,Quadriceps,gym,general fitness,3,12
Lying quad stretch with band,Quadriceps,gym,general fitness,3,12
One Half Locust,Quadriceps,gym,general fitness,3,12
Standing Hip Flexors,Quadriceps,gym,general fitness,3,12
Looking At Ceiling,Quadriceps,gym,general fitness,3,12
Rear Leg Raises,Quadriceps,gym,general fitness,3,12
On Your Side Quad Stretch,Quadriceps,gym,general fitness,3,12
On-Your-Back Quad Stretch,Quadriceps,gym,general fitness,3,12
Standing Elevated Quad Stretch,Quadriceps,gym,general fitness,3,12
Thigh killa,Quadriceps,gym,general fitness,3,12
Southpaw sprawl,Quadriceps,gym,general fitness,3,12
Stride Jump Crossover,Quadriceps,gym,general fitness,3,12
Side Standing Long Jump,Quadriceps,gym,general fitness,3,12
Wall squat,Quadriceps,gym,general fitness,3,12
Slide Jump Shot,Quadriceps,gym,general fitness,3,12
Sprawl frog kick,Quadriceps,gym,general fitness,3,12
Lateral Speed Step,Quadriceps,gym,general fitness,3,12
Side Hop-Sprint,Quadriceps,gym,general fitness,3,12
Pop squat,Quadriceps,gym,general fitness,3,12
Star Jump,Quadriceps,gym,general fitness,3,12
Side Lunge Touching Heel,Quadriceps,gym,general fitness,3,12
Lying Prone Quadriceps,Quadriceps,gym,general fitness,3,12
Fast Kick With Arm Circles,Quadriceps,gym,general fitness,3,12
Single-leg box squat,Quadriceps,gym,general fitness,3,12
Defensive Slide,Quadriceps,gym,general fitness,3,12
Quick Leap,Quadriceps,gym,general fitness,3,12
Vertical Mountain Climber,Quadriceps,gym,general fitness,3,12
Reverse Burpee,Quadriceps,gym,general fitness,3,12
Football Up-Down,Quadriceps,gym,general fitness,3,12
Jump lunge heel kick,Quadriceps,gym,general fitness,3,12
Burpee box jump,Quadriceps,gym,general fitness,3,12
Linear Depth Jump,Quadriceps,gym,general fitness,3,12
Slow Jog,Quadriceps,gym,general fitness,3,12
High knees,Quadriceps,gym,general fitness,3,12
Jumping Jack,Quadriceps,gym,general fitness,3,12
Square Hop,Quadriceps,gym,general fitness,3,12
Running lunge,Quadriceps,gym,general fitness,3,12
In-out jump squat,Quadriceps,gym,general fitness,3,12
Gorilla squat,Quadriceps,gym,general fitness,3,12
Burpee tuck jump,Quadriceps,gym,general fitness,3,12
Speed skater,Quadriceps,gym,general fitness,3,12
Jumping knee up-down,Quadriceps,gym,general fitness,3,12
Jump Lunge To Feet Jack,Quadriceps,gym,general fitness,3,12
Reverse Lunge Rotation,Quadriceps,gym,general fitness,3,12
Alternating standing knee-pull stretch,Quadriceps,gym,general fitness,3,12
Seal jack,Quadriceps,gym,general fitness,3,12
Kneeling quad thoracic stretch,Quadriceps,gym,general fitness,3,12
Single-Leg Squat With Knee Tap,Quadriceps,gym,general fitness,3,12
Shuttle run,Quadriceps,gym,general fitness,3,12
Squat Isometric Hold,Quadriceps,gym,general fitness,3,12
Wall sit,Quadriceps,gym,general fitness,3,12
Walking lunge with hip extension,Quadriceps,gym,general fitness,3,12
Squat with alternating side leg raise,Quadriceps,gym,general fitness,3,12
Lateral Squats,Quadriceps,gym,general fitness,3,12
Walking lunge with twist,Quadriceps,gym,general fitness,3,12
Boss Everline Backward Lunge Walk,Quadriceps,gym,general fitness,3,12
Reverse Diagonal Skaters,Quadriceps,gym,general fitness,3,12
FYR Air Squat,Quadriceps,gym,general fitness,3,12
FYR Tuck Jump,Quadriceps,gym,general fitness,3,12
Push-up sprawl tuck jump,Quadriceps,gym,general fitness,3,12
FYR Running Lunge,Quadriceps,gym,general fitness,3,12
FYR Jumping Lunge,Quadriceps,gym,general fitness,3,12
FYR Sprawl Frog Kick,Quadriceps,gym,general fitness,3,12
Jump squat-,Quadriceps,gym,general fitness,3,12
FYR Sprinter Burpee,Quadriceps,gym,general fitness,3,12
Single-leg burpee,Quadriceps,gym,general fitness,3,12
FYR Gorilla Squat,Quadriceps,gym,general fitness,3,12
Banded compass jump squat,Quadriceps,gym,general fitness,3,12
In-out sprawl,Quadriceps,gym,general fitness,3,12
Knee-tuck kick-up,Quadriceps,gym,general fitness,3,12
Bear crawl donkey kick,Quadriceps,gym,general fitness,3,12
Southpaw sprawl with push-up,Quadriceps,gym,general fitness,3,12
Bouncing lunge,Quadriceps,gym,general fitness,3,12
Bodyweight Squat - Gethin Variation,Quadriceps,gym,general fitness,3,12
FYR Alternating Lunge,Quadriceps,gym,general fitness,3,12
Bodyweight Walking Lunge - Gethin Variation,Quadriceps,gym,general fitness,3,12
Seated Quad Contraction,Quadriceps,gym,general fitness,3,12
HM Squat with Alternating Leg Extension,Quadriceps,gym,general fitness,3,12
HM Air Squat,Quadriceps,gym,general fitness,3,12
HM Alternating Jump Lunge,Quadriceps,gym,general fitness,3,12
HM Alternating Lunge-In-Place,Quadriceps,gym,general fitness,3,12
HM Alternating Side Lunge,Quadriceps,gym,general fitness,3,12
HM Sumo Pulse,Quadriceps,gym,general fitness,3,12
HM Sumo Squat,Quadriceps,gym,general fitness,3,12
HM Alternating Side-Kick,Quadriceps,gym,general fitness,3,12
HM Tuck-Up Burpee,Quadriceps,gym,general fitness,3,12
HM Bear Crawl,Quadriceps,gym,general fitness,3,12
HM Bear Stance Fire Hydrant,Quadriceps,gym,general fitness,3,12
HM Walking Frankenstein,Quadriceps,gym,general fitness,3,12
HM Walking Hip Stretch,Quadriceps,gym,general fitness,3,12
HM Wide Jump Squat,Quadriceps,gym,general fitness,3,12
HM Boxer Shuffle,Quadriceps,gym,general fitness,3,12
HM Running Lunge,Quadriceps,gym,general fitness,3,12
HM Bulgarian Split Squat On Chair,Quadriceps,gym,general fitness,3,12
HM Burpee,Quadriceps,gym,general fitness,3,12
HM Butterfly,Quadriceps,gym,general fitness,3,12
HM Alternating Lunge Push-Up,Quadriceps,gym,general fitness,3,12
HM Comet,Quadriceps,gym,general fitness,3,12
HM Couch Stretch,Quadriceps,gym,general fitness,3,12
HM Down Up,Quadriceps,gym,general fitness,3,12
HM Duck Walk,Quadriceps,gym,general fitness,3,12
HM Fragon,Quadriceps,gym,general fitness,3,12
HM Frankenstein,Quadriceps,gym,general fitness,3,12
HM Single-Leg Squat on Chair,Quadriceps,gym,general fitness,3,12
HM Single-Leg Touchdown,Quadriceps,gym,general fitness,3,12
HM Speed Skater,Quadriceps,gym,general fitness,3,12
HM Squat Jump,Quadriceps,gym,general fitness,3,12
HM Squat Lunge,Quadriceps,gym,general fitness,3,12
HM Garland Pose,Quadriceps,gym,general fitness,3,12
HM High Knees,Quadriceps,gym,general fitness,3,12
HM In-And-Out Squat,Quadriceps,gym,general fitness,3,12
HM In-And-Out Squat Jump,Quadriceps,gym,general fitness,3,12
HM Jumping Jack,Quadriceps,gym,general fitness,3,12
HM Jumping Knee-Up,Quadriceps,gym,general fitness,3,12
HM Jumping Rope,Quadriceps,gym,general fitness,3,12
HM Right Calf-Spike Sumo Pulse,Quadriceps,gym,general fitness,3,12
HM Reverse Lunge with Kick,Quadriceps,gym,general fitness,3,12
HM Left Knee-Up,Quadriceps,gym,general fitness,3,12
HM Left-Leg Lunge And Kick-Out,Quadriceps,gym,general fitness,3,12
HM Mountain Pose,Quadriceps,gym,general fitness,3,12
HM Butt Kickers,Quadriceps,gym,general fitness,3,12
HM Right-Leg Lunge And Kick-Out,Quadriceps,gym,general fitness,3,12
HM Sumo Get-Up,Quadriceps,gym,general fitness,3,12
AM Jump Squat,Quadriceps,gym,general fitness,3,12
AM Bodyweight Squat,Quadriceps,gym,general fitness,3,12
High knees sprawl drill,Quadriceps,gym,general fitness,3,12
UP Bulgarian Split Squat,Quadriceps,gym,general fitness,3,12
UN Forward Lunge,Quadriceps,gym,general fitness,3,12
UN Front Foot Elevated Split Squat,Quadriceps,gym,general fitness,3,12
UNS Half-Kneeling Hip Flexor Stretch,Quadriceps,gym,general fitness,3,12
UNS Low Depth Jump,Quadriceps,gym,general fitness,3,12
UNS Forward-To-Reverse Lunge,Quadriceps,gym,general fitness,3,12
Holman Towel Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Towel Alternating Prisoner Squat,Quadriceps,gym,general fitness,3,12
Holman Towel Alternating Lateral Lunge,Quadriceps,gym,general fitness,3,12
Holman Squat Pull-Through Jump,Quadriceps,gym,general fitness,3,12
Holman 180 Jump,Quadriceps,gym,general fitness,3,12
Holman Foot-Elevated Knee-Up to Squat,Quadriceps,gym,general fitness,3,12
Holman Feet-Elevated Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Hands-Elevated Lunge Jump,Quadriceps,gym,general fitness,3,12
Holman Hands-Elevated Jack to Split Jump,Quadriceps,gym,general fitness,3,12
Holman Hands-Elevated Wide Squat Thrust,Quadriceps,gym,general fitness,3,12
Holman Hands-Elevated Squat Thrust to Split Jack,Quadriceps,gym,general fitness,3,12
Holman Squat Jump,Quadriceps,gym,general fitness,3,12
Holman Squat Pulse,Quadriceps,gym,general fitness,3,12
Holman Jump-Out Push-Up,Quadriceps,gym,general fitness,3,12
Holman Alternating Forward Lunge,Quadriceps,gym,general fitness,3,12
Holman Burpee to Jump,Quadriceps,gym,general fitness,3,12
Holman Pilates Single-Leg Stretch,Quadriceps,gym,general fitness,3,12
Holman Alternating Reverse Prisoner Lunge,Quadriceps,gym,general fitness,3,12
Holman Narrow-Wide Squat Jump to 180 Jump,Quadriceps,gym,general fitness,3,12
Holman 180 Jump to Lunge,Quadriceps,gym,general fitness,3,12
Holman Imaginary Jump Rope,Quadriceps,gym,general fitness,3,12
